index,gauge,month,year,day,pr,wet_marker
6406,1943025,11,1981,29,0.0,0
6634,1943025,11,1981,30,10.0,1
23,1943025,12,1981,1,2.2,1
251,1943025,12,1981,2,33.0,1
479,1943025,12,1981,3,2.3,1
707,1943025,12,1981,4,7.0,1
935,1943025,12,1981,5,0.0,0
1163,1943025,12,1981,6,0.0,0
1391,1943025,12,1981,7,0.0,0
1619,1943025,12,1981,8,21.3,1
1847,1943025,12,1981,9,3.0,1
2075,1943025,12,1981,10,7.0,1
2303,1943025,12,1981,11,2.8,1
2531,1943025,12,1981,12,0.0,0
2759,1943025,12,1981,13,1.8,1
2987,1943025,12,1981,14,5.5,1
3215,1943025,12,1981,15,0.0,0
3443,1943025,12,1981,16,1.3,1
3671,1943025,12,1981,17,4.8,1
3899,1943025,12,1981,18,29.4,1
4127,1943025,12,1981,19,3.8,1
4355,1943025,12,1981,20,0.0,0
4583,1943025,12,1981,21,0.0,0
4811,1943025,12,1981,22,0.0,0
5039,1943025,12,1981,23,0.7,0
5267,1943025,12,1981,24,0.0,0
5495,1943025,12,1981,25,0.0,0
5723,1943025,12,1981,26,0.0,0
5951,1943025,12,1981,27,50.0,1
6179,1943025,12,1981,28,89.0,1
6407,1943025,12,1981,29,27.0,1
6635,1943025,12,1981,30,0.0,0
6863,1943025,12,1981,31,1.7,1
24,1943025,1,1982,1,8.1,1
252,1943025,1,1982,2,5.5,1
480,1943025,1,1982,3,5.0,1
708,1943025,1,1982,4,3.6,1
936,1943025,1,1982,5,40.8,1
1164,1943025,1,1982,6,14.2,1
1392,1943025,1,1982,7,0.0,0
1620,1943025,1,1982,8,0.0,0
1848,1943025,1,1982,9,0.0,0
2076,1943025,1,1982,10,0.1,0
2304,1943025,1,1982,11,0.0,0
2532,1943025,1,1982,12,24.3,1
2760,1943025,1,1982,13,17.4,1
2988,1943025,1,1982,14,7.0,1
3216,1943025,1,1982,15,2.0,1
3444,1943025,1,1982,16,32.7,1
3672,1943025,1,1982,17,2.6,1
3900,1943025,1,1982,18,0.0,0
4128,1943025,1,1982,19,0.0,0
4356,1943025,1,1982,20,6.8,1
4584,1943025,1,1982,21,87.0,1
4812,1943025,1,1982,22,3.5,1
5040,1943025,1,1982,23,46.8,1
5268,1943025,1,1982,24,57.0,1
5496,1943025,1,1982,25,117.0,1
5724,1943025,1,1982,26,0.3,0
5952,1943025,1,1982,27,0.2,0
6180,1943025,1,1982,28,0.8,0
6408,1943025,1,1982,29,0.0,0
6636,1943025,1,1982,30,0.0,0
6864,1943025,1,1982,31,1.5,1
25,1943025,2,1982,1,0.0,0
253,1943025,2,1982,2,3.9,1
481,1943025,2,1982,3,0.0,0
709,1943025,2,1982,4,0.0,0
937,1943025,2,1982,5,0.0,0
1165,1943025,2,1982,6,0.0,0
1393,1943025,2,1982,7,0.0,0
1621,1943025,2,1982,8,0.0,0
1849,1943025,2,1982,9,0.0,0
2077,1943025,2,1982,10,0.0,0
2305,1943025,2,1982,11,2.2,1
2533,1943025,2,1982,12,0.0,0
2761,1943025,2,1982,13,2.4,1
2989,1943025,2,1982,14,0.0,0
3217,1943025,2,1982,15,0.0,0
3445,1943025,2,1982,16,0.0,0
3673,1943025,2,1982,17,0.0,0
3901,1943025,2,1982,18,0.0,0
4129,1943025,2,1982,19,0.0,0
4357,1943025,2,1982,20,2.2,1
4585,1943025,2,1982,21,0.0,0
4813,1943025,2,1982,22,0.0,0
5041,1943025,2,1982,23,0.0,0
5269,1943025,2,1982,24,0.0,0
5497,1943025,2,1982,25,49.6,1
5725,1943025,2,1982,26,2.2,1
5953,1943025,2,1982,27,15.2,1
6181,1943025,2,1982,28,0.0,0
6409,1943025,2,1982,29,,0
26,1943025,3,1982,1,0.0,0
254,1943025,3,1982,2,0.2,0
482,1943025,3,1982,3,20.2,1
710,1943025,3,1982,4,34.0,1
938,1943025,3,1982,5,0.7,0
1166,1943025,3,1982,6,2.4,1
1394,1943025,3,1982,7,0.5,0
1622,1943025,3,1982,8,40.5,1
1850,1943025,3,1982,9,69.0,1
2078,1943025,3,1982,10,3.3,1
2306,1943025,3,1982,11,2.5,1
2534,1943025,3,1982,12,3.5,1
2762,1943025,3,1982,13,60.8,1
2990,1943025,3,1982,14,7.8,1
3218,1943025,3,1982,15,17.0,1
3446,1943025,3,1982,16,0.0,0
3674,1943025,3,1982,17,3.0,1
3902,1943025,3,1982,18,9.0,1
4130,1943025,3,1982,19,34.0,1
4358,1943025,3,1982,20,18.0,1
4586,1943025,3,1982,21,3.2,1
4814,1943025,3,1982,22,0.0,0
5042,1943025,3,1982,23,50.0,1
5270,1943025,3,1982,24,9.6,1
5498,1943025,3,1982,25,15.6,1
5726,1943025,3,1982,26,1.0,1
5954,1943025,3,1982,27,0.0,0
6182,1943025,3,1982,28,0.0,0
6410,1943025,3,1982,29,12.4,1
6638,1943025,3,1982,30,0.0,0
6866,1943025,3,1982,31,0.0,0
27,1943025,4,1982,1,0.0,0
255,1943025,4,1982,2,0.0,0
483,1943025,4,1982,3,0.0,0
711,1943025,4,1982,4,0.0,0
939,1943025,4,1982,5,0.0,0
1167,1943025,4,1982,6,0.0,0
1395,1943025,4,1982,7,27.0,1
1623,1943025,4,1982,8,0.5,0
1851,1943025,4,1982,9,1.0,1
2079,1943025,4,1982,10,0.0,0
2307,1943025,4,1982,11,1.6,1
2535,1943025,4,1982,12,0.0,0
2763,1943025,4,1982,13,0.0,0
2991,1943025,4,1982,14,1.9,1
3219,1943025,4,1982,15,27.0,1
3447,1943025,4,1982,16,6.4,1
3675,1943025,4,1982,17,10.2,1
3903,1943025,4,1982,18,4.0,1
4131,1943025,4,1982,19,0.0,0
4359,1943025,4,1982,20,2.0,1
4587,1943025,4,1982,21,0.0,0
4815,1943025,4,1982,22,0.0,0
5043,1943025,4,1982,23,0.0,0
5271,1943025,4,1982,24,0.0,0
5499,1943025,4,1982,25,0.0,0
5727,1943025,4,1982,26,0.0,0
5955,1943025,4,1982,27,0.0,0
6183,1943025,4,1982,28,0.0,0
6411,1943025,4,1982,29,1.8,1
6639,1943025,4,1982,30,0.0,0
28,1943025,5,1982,1,2.2,1
256,1943025,5,1982,2,0.0,0
484,1943025,5,1982,3,0.0,0
712,1943025,5,1982,4,0.0,0
940,1943025,5,1982,5,0.0,0
1168,1943025,5,1982,6,0.0,0
1396,1943025,5,1982,7,0.0,0
1624,1943025,5,1982,8,0.0,0
1852,1943025,5,1982,9,0.3,0
2080,1943025,5,1982,10,0.0,0
2308,1943025,5,1982,11,0.0,0
2536,1943025,5,1982,12,0.0,0
2764,1943025,5,1982,13,0.0,0
2992,1943025,5,1982,14,0.0,0
3220,1943025,5,1982,15,0.0,0
3448,1943025,5,1982,16,0.0,0
3676,1943025,5,1982,17,0.0,0
3904,1943025,5,1982,18,0.0,0
4132,1943025,5,1982,19,0.0,0
4360,1943025,5,1982,20,8.0,1
4588,1943025,5,1982,21,0.0,0
4816,1943025,5,1982,22,4.0,1
5044,1943025,5,1982,23,26.0,1
5272,1943025,5,1982,24,0.8,0
5500,1943025,5,1982,25,0.0,0
5728,1943025,5,1982,26,6.0,1
5956,1943025,5,1982,27,0.7,0
6184,1943025,5,1982,28,0.0,0
6412,1943025,5,1982,29,1.3,1
6640,1943025,5,1982,30,0.0,0
6868,1943025,5,1982,31,0.0,0
29,1943025,6,1982,1,0.0,0
257,1943025,6,1982,2,0.0,0
485,1943025,6,1982,3,0.0,0
713,1943025,6,1982,4,0.0,0
941,1943025,6,1982,5,0.0,0
1169,1943025,6,1982,6,0.0,0
1397,1943025,6,1982,7,0.0,0
1625,1943025,6,1982,8,0.0,0
1853,1943025,6,1982,9,0.0,0
2081,1943025,6,1982,10,0.0,0
2309,1943025,6,1982,11,0.0,0
2537,1943025,6,1982,12,0.0,0
2765,1943025,6,1982,13,0.0,0
2993,1943025,6,1982,14,0.0,0
3221,1943025,6,1982,15,0.0,0
3449,1943025,6,1982,16,0.0,0
3677,1943025,6,1982,17,0.0,0
3905,1943025,6,1982,18,0.0,0
4133,1943025,6,1982,19,0.0,0
4361,1943025,6,1982,20,0.0,0
4589,1943025,6,1982,21,0.0,0
4817,1943025,6,1982,22,0.0,0
5045,1943025,6,1982,23,0.0,0
5273,1943025,6,1982,24,0.0,0
5501,1943025,6,1982,25,0.0,0
5729,1943025,6,1982,26,0.0,0
5957,1943025,6,1982,27,0.0,0
6185,1943025,6,1982,28,0.0,0
6413,1943025,6,1982,29,0.0,0
6641,1943025,6,1982,30,0.0,0
30,1943025,7,1982,1,0.0,0
258,1943025,7,1982,2,0.0,0
486,1943025,7,1982,3,0.0,0
714,1943025,7,1982,4,0.0,0
942,1943025,7,1982,5,0.0,0
1170,1943025,7,1982,6,0.0,0
1398,1943025,7,1982,7,0.0,0
1626,1943025,7,1982,8,0.0,0
1854,1943025,7,1982,9,0.0,0
2082,1943025,7,1982,10,0.0,0
2310,1943025,7,1982,11,0.0,0
2538,1943025,7,1982,12,0.0,0
2766,1943025,7,1982,13,0.0,0
2994,1943025,7,1982,14,0.0,0
3222,1943025,7,1982,15,0.0,0
3450,1943025,7,1982,16,0.0,0
3678,1943025,7,1982,17,0.0,0
3906,1943025,7,1982,18,0.0,0
4134,1943025,7,1982,19,0.0,0
4362,1943025,7,1982,20,0.0,0
4590,1943025,7,1982,21,0.0,0
4818,1943025,7,1982,22,0.0,0
5046,1943025,7,1982,23,0.0,0
5274,1943025,7,1982,24,0.0,0
5502,1943025,7,1982,25,0.0,0
5730,1943025,7,1982,26,0.4,0
5958,1943025,7,1982,27,3.9,1
6186,1943025,7,1982,28,0.0,0
6414,1943025,7,1982,29,0.0,0
6642,1943025,7,1982,30,0.0,0
6870,1943025,7,1982,31,0.0,0
31,1943025,8,1982,1,0.0,0
259,1943025,8,1982,2,0.0,0
487,1943025,8,1982,3,0.0,0
715,1943025,8,1982,4,0.0,0
943,1943025,8,1982,5,0.0,0
1171,1943025,8,1982,6,0.0,0
1399,1943025,8,1982,7,0.0,0
1627,1943025,8,1982,8,0.0,0
1855,1943025,8,1982,9,0.0,0
2083,1943025,8,1982,10,0.0,0
2311,1943025,8,1982,11,0.0,0
2539,1943025,8,1982,12,0.0,0
2767,1943025,8,1982,13,2.1,1
2995,1943025,8,1982,14,1.2,1
3223,1943025,8,1982,15,4.5,1
3451,1943025,8,1982,16,0.8,0
3679,1943025,8,1982,17,0.0,0
3907,1943025,8,1982,18,0.0,0
4135,1943025,8,1982,19,0.0,0
4363,1943025,8,1982,20,0.0,0
4591,1943025,8,1982,21,0.0,0
4819,1943025,8,1982,22,0.0,0
5047,1943025,8,1982,23,0.0,0
5275,1943025,8,1982,24,0.0,0
5503,1943025,8,1982,25,0.0,0
5731,1943025,8,1982,26,0.0,0
5959,1943025,8,1982,27,2.7,1
6187,1943025,8,1982,28,0.0,0
6415,1943025,8,1982,29,0.0,0
6643,1943025,8,1982,30,0.0,0
6871,1943025,8,1982,31,0.0,0
32,1943025,9,1982,1,0.0,0
260,1943025,9,1982,2,0.0,0
488,1943025,9,1982,3,0.0,0
716,1943025,9,1982,4,0.0,0
944,1943025,9,1982,5,0.0,0
1172,1943025,9,1982,6,0.0,0
1400,1943025,9,1982,7,0.0,0
1628,1943025,9,1982,8,0.0,0
1856,1943025,9,1982,9,0.0,0
2084,1943025,9,1982,10,0.0,0
2312,1943025,9,1982,11,0.0,0
2540,1943025,9,1982,12,0.0,0
2768,1943025,9,1982,13,0.0,0
2996,1943025,9,1982,14,0.0,0
3224,1943025,9,1982,15,0.0,0
3452,1943025,9,1982,16,0.0,0
3680,1943025,9,1982,17,0.0,0
3908,1943025,9,1982,18,0.0,0
4136,1943025,9,1982,19,0.0,0
4364,1943025,9,1982,20,0.0,0
4592,1943025,9,1982,21,0.8,0
4820,1943025,9,1982,22,0.3,0
5048,1943025,9,1982,23,4.7,1
5276,1943025,9,1982,24,1.3,1
5504,1943025,9,1982,25,0.0,0
5732,1943025,9,1982,26,0.0,0
5960,1943025,9,1982,27,0.0,0
6188,1943025,9,1982,28,0.8,0
6416,1943025,9,1982,29,0.0,0
6644,1943025,9,1982,30,0.6,0
33,1943025,10,1982,1,1.3,1
261,1943025,10,1982,2,0.0,0
489,1943025,10,1982,3,2.1,1
717,1943025,10,1982,4,3.2,1
945,1943025,10,1982,5,0.0,0
1173,1943025,10,1982,6,0.0,0
1401,1943025,10,1982,7,0.0,0
1629,1943025,10,1982,8,0.0,0
1857,1943025,10,1982,9,0.0,0
2085,1943025,10,1982,10,1.4,1
2313,1943025,10,1982,11,2.2,1
2541,1943025,10,1982,12,9.9,1
2769,1943025,10,1982,13,1.2,1
2997,1943025,10,1982,14,0.3,0
3225,1943025,10,1982,15,2.0,1
3453,1943025,10,1982,16,0.5,0
3681,1943025,10,1982,17,1.5,1
3909,1943025,10,1982,18,0.0,0
4137,1943025,10,1982,19,0.0,0
4365,1943025,10,1982,20,3.3,1
4593,1943025,10,1982,21,0.0,0
4821,1943025,10,1982,22,0.0,0
5049,1943025,10,1982,23,0.0,0
5277,1943025,10,1982,24,0.0,0
5505,1943025,10,1982,25,0.0,0
5733,1943025,10,1982,26,44.0,1
5961,1943025,10,1982,27,0.0,0
6189,1943025,10,1982,28,0.0,0
6417,1943025,10,1982,29,1.0,1
6645,1943025,10,1982,30,0.7,0
6873,1943025,10,1982,31,3.8,1
34,1943025,11,1982,1,0.0,0
262,1943025,11,1982,2,0.0,0
490,1943025,11,1982,3,0.0,0
718,1943025,11,1982,4,0.0,0
946,1943025,11,1982,5,0.0,0
1174,1943025,11,1982,6,0.0,0
1402,1943025,11,1982,7,0.0,0
1630,1943025,11,1982,8,2.0,1
1858,1943025,11,1982,9,0.8,0
2086,1943025,11,1982,10,0.0,0
2314,1943025,11,1982,11,0.0,0
2542,1943025,11,1982,12,4.6,1
2770,1943025,11,1982,13,98.2,1
2998,1943025,11,1982,14,3.0,1
3226,1943025,11,1982,15,0.0,0
3454,1943025,11,1982,16,0.0,0
3682,1943025,11,1982,17,5.0,1
3910,1943025,11,1982,18,62.0,1
4138,1943025,11,1982,19,3.7,1
4366,1943025,11,1982,20,0.0,0
4594,1943025,11,1982,21,8.2,1
4822,1943025,11,1982,22,0.0,0
5050,1943025,11,1982,23,0.0,0
5278,1943025,11,1982,24,0.0,0
5506,1943025,11,1982,25,0.0,0
5734,1943025,11,1982,26,0.0,0
5962,1943025,11,1982,27,1.7,1
6190,1943025,11,1982,28,0.0,0
6418,1943025,11,1982,29,0.6,0
6646,1943025,11,1982,30,0.0,0
35,1943025,12,1982,1,0.0,0
263,1943025,12,1982,2,0.0,0
491,1943025,12,1982,3,41.0,1
719,1943025,12,1982,4,30.1,1
947,1943025,12,1982,5,20.1,1
1175,1943025,12,1982,6,0.0,0
1403,1943025,12,1982,7,0.1,0
1631,1943025,12,1982,8,23.8,1
1859,1943025,12,1982,9,22.1,1
2087,1943025,12,1982,10,10.2,1
2315,1943025,12,1982,11,0.0,0
2543,1943025,12,1982,12,0.0,0
2771,1943025,12,1982,13,0.0,0
2999,1943025,12,1982,14,0.8,0
3227,1943025,12,1982,15,0.0,0
3455,1943025,12,1982,16,0.0,0
3683,1943025,12,1982,17,5.1,1
3911,1943025,12,1982,18,0.5,0
4139,1943025,12,1982,19,1.0,1
4367,1943025,12,1982,20,16.1,1
4595,1943025,12,1982,21,0.3,0
4823,1943025,12,1982,22,22.3,1
5051,1943025,12,1982,23,0.0,0
5279,1943025,12,1982,24,9.0,1
5507,1943025,12,1982,25,10.3,1
5735,1943025,12,1982,26,0.0,0
5963,1943025,12,1982,27,0.0,0
6191,1943025,12,1982,28,21.0,1
6419,1943025,12,1982,29,63.2,1
6647,1943025,12,1982,30,18.3,1
6875,1943025,12,1982,31,17.3,1
36,1943025,1,1983,1,48.0,1
264,1943025,1,1983,2,5.8,1
492,1943025,1,1983,3,7.0,1
720,1943025,1,1983,4,5.3,1
948,1943025,1,1983,5,61.2,1
1176,1943025,1,1983,6,49.3,1
1404,1943025,1,1983,7,20.0,1
1632,1943025,1,1983,8,2.8,1
1860,1943025,1,1983,9,3.0,1
2088,1943025,1,1983,10,0.0,0
2316,1943025,1,1983,11,0.0,0
2544,1943025,1,1983,12,4.0,1
2772,1943025,1,1983,13,13.0,1
3000,1943025,1,1983,14,17.0,1
3228,1943025,1,1983,15,27.6,1
3456,1943025,1,1983,16,0.0,0
3684,1943025,1,1983,17,0.0,0
3912,1943025,1,1983,18,23.0,1
4140,1943025,1,1983,19,7.4,1
4368,1943025,1,1983,20,12.0,1
4596,1943025,1,1983,21,5.0,1
4824,1943025,1,1983,22,12.6,1
5052,1943025,1,1983,23,33.0,1
5280,1943025,1,1983,24,5.2,1
5508,1943025,1,1983,25,5.2,1
5736,1943025,1,1983,26,39.0,1
5964,1943025,1,1983,27,40.3,1
6192,1943025,1,1983,28,0.6,0
6420,1943025,1,1983,29,17.0,1
6648,1943025,1,1983,30,0.0,0
6876,1943025,1,1983,31,5.0,1
37,1943025,2,1983,1,0.0,0
265,1943025,2,1983,2,2.3,1
493,1943025,2,1983,3,12.2,1
721,1943025,2,1983,4,1.0,1
949,1943025,2,1983,5,0.0,0
1177,1943025,2,1983,6,4.5,1
1405,1943025,2,1983,7,0.8,0
1633,1943025,2,1983,8,0.0,0
1861,1943025,2,1983,9,19.0,1
2089,1943025,2,1983,10,41.0,1
2317,1943025,2,1983,11,33.0,1
2545,1943025,2,1983,12,11.1,1
2773,1943025,2,1983,13,0.0,0
3001,1943025,2,1983,14,2.3,1
3229,1943025,2,1983,15,0.0,0
3457,1943025,2,1983,16,0.0,0
3685,1943025,2,1983,17,0.0,0
3913,1943025,2,1983,18,0.0,0
4141,1943025,2,1983,19,0.0,0
4369,1943025,2,1983,20,0.0,0
4597,1943025,2,1983,21,0.0,0
4825,1943025,2,1983,22,9.0,1
5053,1943025,2,1983,23,0.0,0
5281,1943025,2,1983,24,0.0,0
5509,1943025,2,1983,25,0.0,0
5737,1943025,2,1983,26,0.0,0
5965,1943025,2,1983,27,10.3,1
6193,1943025,2,1983,28,0.0,0
6421,1943025,2,1983,29,,0
38,1943025,3,1983,1,28.7,1
266,1943025,3,1983,2,72.6,1
494,1943025,3,1983,3,7.2,1
722,1943025,3,1983,4,3.0,1
950,1943025,3,1983,5,0.0,0
1178,1943025,3,1983,6,52.3,1
1406,1943025,3,1983,7,0.0,0
1634,1943025,3,1983,8,0.0,0
1862,1943025,3,1983,9,0.0,0
2090,1943025,3,1983,10,0.0,0
2318,1943025,3,1983,11,0.0,0
2546,1943025,3,1983,12,0.0,0
2774,1943025,3,1983,13,0.0,0
3002,1943025,3,1983,14,24.0,1
3230,1943025,3,1983,15,8.0,1
3458,1943025,3,1983,16,10.0,1
3686,1943025,3,1983,17,1.6,1
3914,1943025,3,1983,18,48.0,1
4142,1943025,3,1983,19,0.0,0
4370,1943025,3,1983,20,33.7,1
4598,1943025,3,1983,21,13.0,1
4826,1943025,3,1983,22,3.2,1
5054,1943025,3,1983,23,33.2,1
5282,1943025,3,1983,24,1.0,1
5510,1943025,3,1983,25,0.0,0
5738,1943025,3,1983,26,2.4,1
5966,1943025,3,1983,27,0.6,0
6194,1943025,3,1983,28,0.0,0
6422,1943025,3,1983,29,2.8,1
6650,1943025,3,1983,30,0.0,0
6878,1943025,3,1983,31,31.0,1
39,1943025,4,1983,1,1.2,1
267,1943025,4,1983,2,1.8,1
495,1943025,4,1983,3,16.0,1
723,1943025,4,1983,4,0.0,0
951,1943025,4,1983,5,0.0,0
1179,1943025,4,1983,6,0.0,0
1407,1943025,4,1983,7,12.0,1
1635,1943025,4,1983,8,32.0,1
1863,1943025,4,1983,9,0.0,0
2091,1943025,4,1983,10,1.1,1
2319,1943025,4,1983,11,0.0,0
2547,1943025,4,1983,12,0.9,0
2775,1943025,4,1983,13,24.0,1
3003,1943025,4,1983,14,0.0,0
3231,1943025,4,1983,15,3.6,1
3459,1943025,4,1983,16,19.2,1
3687,1943025,4,1983,17,0.0,0
3915,1943025,4,1983,18,0.0,0
4143,1943025,4,1983,19,0.0,0
4371,1943025,4,1983,20,0.0,0
4599,1943025,4,1983,21,0.0,0
4827,1943025,4,1983,22,0.0,0
5055,1943025,4,1983,23,1.4,1
5283,1943025,4,1983,24,0.0,0
5511,1943025,4,1983,25,2.1,1
5739,1943025,4,1983,26,3.2,1
5967,1943025,4,1983,27,41.2,1
6195,1943025,4,1983,28,0.0,0
6423,1943025,4,1983,29,0.0,0
6651,1943025,4,1983,30,0.0,0
40,1943025,5,1983,1,0.0,0
268,1943025,5,1983,2,0.0,0
496,1943025,5,1983,3,0.0,0
724,1943025,5,1983,4,0.0,0
952,1943025,5,1983,5,1.4,1
1180,1943025,5,1983,6,0.0,0
1408,1943025,5,1983,7,0.0,0
1636,1943025,5,1983,8,0.0,0
1864,1943025,5,1983,9,0.0,0
2092,1943025,5,1983,10,0.0,0
2320,1943025,5,1983,11,0.0,0
2548,1943025,5,1983,12,0.0,0
2776,1943025,5,1983,13,0.0,0
3004,1943025,5,1983,14,0.0,0
3232,1943025,5,1983,15,0.0,0
3460,1943025,5,1983,16,0.0,0
3688,1943025,5,1983,17,4.2,1
3916,1943025,5,1983,18,0.0,0
4144,1943025,5,1983,19,0.0,0
4372,1943025,5,1983,20,0.0,0
4600,1943025,5,1983,21,0.0,0
4828,1943025,5,1983,22,0.0,0
5056,1943025,5,1983,23,0.0,0
5284,1943025,5,1983,24,0.0,0
5512,1943025,5,1983,25,0.0,0
5740,1943025,5,1983,26,42.4,1
5968,1943025,5,1983,27,7.4,1
6196,1943025,5,1983,28,0.0,0
6424,1943025,5,1983,29,4.0,1
6652,1943025,5,1983,30,12.0,1
6880,1943025,5,1983,31,0.0,0
41,1943025,6,1983,1,0.0,0
269,1943025,6,1983,2,0.0,0
497,1943025,6,1983,3,0.0,0
725,1943025,6,1983,4,0.0,0
953,1943025,6,1983,5,0.0,0
1181,1943025,6,1983,6,0.0,0
1409,1943025,6,1983,7,0.0,0
1637,1943025,6,1983,8,0.0,0
1865,1943025,6,1983,9,0.0,0
2093,1943025,6,1983,10,0.0,0
2321,1943025,6,1983,11,0.0,0
2549,1943025,6,1983,12,0.0,0
2777,1943025,6,1983,13,0.0,0
3005,1943025,6,1983,14,0.0,0
3233,1943025,6,1983,15,0.0,0
3461,1943025,6,1983,16,0.0,0
3689,1943025,6,1983,17,0.0,0
3917,1943025,6,1983,18,0.0,0
4145,1943025,6,1983,19,0.0,0
4373,1943025,6,1983,20,0.0,0
4601,1943025,6,1983,21,0.0,0
4829,1943025,6,1983,22,0.0,0
5057,1943025,6,1983,23,0.0,0
5285,1943025,6,1983,24,0.0,0
5513,1943025,6,1983,25,0.0,0
5741,1943025,6,1983,26,0.0,0
5969,1943025,6,1983,27,0.0,0
6197,1943025,6,1983,28,0.0,0
6425,1943025,6,1983,29,0.0,0
6653,1943025,6,1983,30,0.0,0
42,1943025,7,1983,1,0.0,0
270,1943025,7,1983,2,0.0,0
498,1943025,7,1983,3,0.0,0
726,1943025,7,1983,4,0.0,0
954,1943025,7,1983,5,9.0,1
1182,1943025,7,1983,6,0.0,0
1410,1943025,7,1983,7,0.0,0
1638,1943025,7,1983,8,0.0,0
1866,1943025,7,1983,9,0.0,0
2094,1943025,7,1983,10,0.0,0
2322,1943025,7,1983,11,0.0,0
2550,1943025,7,1983,12,0.0,0
2778,1943025,7,1983,13,0.0,0
3006,1943025,7,1983,14,0.0,0
3234,1943025,7,1983,15,0.0,0
3462,1943025,7,1983,16,0.0,0
3690,1943025,7,1983,17,0.0,0
3918,1943025,7,1983,18,0.0,0
4146,1943025,7,1983,19,0.0,0
4374,1943025,7,1983,20,0.0,0
4602,1943025,7,1983,21,7.0,1
4830,1943025,7,1983,22,0.0,0
5058,1943025,7,1983,23,0.0,0
5286,1943025,7,1983,24,0.0,0
5514,1943025,7,1983,25,0.0,0
5742,1943025,7,1983,26,0.0,0
5970,1943025,7,1983,27,0.0,0
6198,1943025,7,1983,28,0.0,0
6426,1943025,7,1983,29,0.0,0
6654,1943025,7,1983,30,0.0,0
6882,1943025,7,1983,31,0.0,0
43,1943025,8,1983,1,0.0,0
271,1943025,8,1983,2,0.0,0
499,1943025,8,1983,3,0.0,0
727,1943025,8,1983,4,0.0,0
955,1943025,8,1983,5,0.0,0
1183,1943025,8,1983,6,0.0,0
1411,1943025,8,1983,7,0.0,0
1639,1943025,8,1983,8,0.0,0
1867,1943025,8,1983,9,0.0,0
2095,1943025,8,1983,10,0.0,0
2323,1943025,8,1983,11,0.0,0
2551,1943025,8,1983,12,0.0,0
2779,1943025,8,1983,13,0.3,0
3007,1943025,8,1983,14,0.0,0
3235,1943025,8,1983,15,0.0,0
3463,1943025,8,1983,16,0.0,0
3691,1943025,8,1983,17,0.0,0
3919,1943025,8,1983,18,0.0,0
4147,1943025,8,1983,19,0.0,0
4375,1943025,8,1983,20,0.0,0
4603,1943025,8,1983,21,0.0,0
4831,1943025,8,1983,22,0.0,0
5059,1943025,8,1983,23,0.0,0
5287,1943025,8,1983,24,0.0,0
5515,1943025,8,1983,25,0.0,0
5743,1943025,8,1983,26,0.0,0
5971,1943025,8,1983,27,0.0,0
6199,1943025,8,1983,28,0.0,0
6427,1943025,8,1983,29,0.0,0
6655,1943025,8,1983,30,0.0,0
6883,1943025,8,1983,31,0.0,0
44,1943025,9,1983,1,0.0,0
272,1943025,9,1983,2,0.0,0
500,1943025,9,1983,3,0.0,0
728,1943025,9,1983,4,0.0,0
956,1943025,9,1983,5,0.0,0
1184,1943025,9,1983,6,0.0,0
1412,1943025,9,1983,7,0.0,0
1640,1943025,9,1983,8,0.0,0
1868,1943025,9,1983,9,0.0,0
2096,1943025,9,1983,10,1.8,1
2324,1943025,9,1983,11,2.1,1
2552,1943025,9,1983,12,2.5,1
2780,1943025,9,1983,13,14.0,1
3008,1943025,9,1983,14,4.0,1
3236,1943025,9,1983,15,0.0,0
3464,1943025,9,1983,16,0.0,0
3692,1943025,9,1983,17,0.0,0
3920,1943025,9,1983,18,2.5,1
4148,1943025,9,1983,19,0.0,0
4376,1943025,9,1983,20,0.0,0
4604,1943025,9,1983,21,2.1,1
4832,1943025,9,1983,22,0.0,0
5060,1943025,9,1983,23,0.0,0
5288,1943025,9,1983,24,0.2,0
5516,1943025,9,1983,25,6.4,1
5744,1943025,9,1983,26,0.0,0
5972,1943025,9,1983,27,0.0,0
6200,1943025,9,1983,28,5.2,1
6428,1943025,9,1983,29,11.0,1
6656,1943025,9,1983,30,36.0,1
45,1943025,10,1983,1,8.4,1
273,1943025,10,1983,2,0.0,0
501,1943025,10,1983,3,0.0,0
729,1943025,10,1983,4,0.0,0
957,1943025,10,1983,5,0.0,0
1185,1943025,10,1983,6,0.0,0
1413,1943025,10,1983,7,0.0,0
1641,1943025,10,1983,8,0.0,0
1869,1943025,10,1983,9,0.0,0
2097,1943025,10,1983,10,0.0,0
2325,1943025,10,1983,11,58.0,1
2553,1943025,10,1983,12,12.0,1
2781,1943025,10,1983,13,27.0,1
3009,1943025,10,1983,14,48.7,1
3237,1943025,10,1983,15,21.0,1
3465,1943025,10,1983,16,0.0,0
3693,1943025,10,1983,17,0.0,0
3921,1943025,10,1983,18,7.0,1
4149,1943025,10,1983,19,0.0,0
4377,1943025,10,1983,20,0.0,0
4605,1943025,10,1983,21,40.0,1
4833,1943025,10,1983,22,1.8,1
5061,1943025,10,1983,23,1.5,1
5289,1943025,10,1983,24,17.0,1
5517,1943025,10,1983,25,26.5,1
5745,1943025,10,1983,26,5.0,1
5973,1943025,10,1983,27,0.0,0
6201,1943025,10,1983,28,0.0,0
6429,1943025,10,1983,29,19.0,1
6657,1943025,10,1983,30,6.0,1
6885,1943025,10,1983,31,0.0,0
46,1943025,11,1983,1,0.0,0
